Kasarian,Edad,Antas na tinapos,Uri ng trabaho,Serbisyong Pangedukasyon,Pagsasanay Pangkabuhayan (Livelihood),Pagtatanim,Serbisyong Pangkalusugan,Serbisyong Dental,Kaalamang Pangkultura,Values Formation at Moral Recovery,Ayudang Pagkain (Food Assistance),Pagrerecycle,Pagsasanay Ukol sa Teknolohiya,Program
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,0,0,1,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,0,1,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,0,1,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,0,1,1,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,0,1,1,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,0,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,0,1,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,0,1,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,1,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,1,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,1,1,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,0,1,1,1,1,1,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,0,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,0,1,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,0,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,0,1,1,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,0,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,0,1,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,0,1,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,0,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,0,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,0,1,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,1,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,1,0,1,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,1,1,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,1,1,1,1,1,1,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,0,1,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,0,0,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,0,1,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,1,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,0,0,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,0,1,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,0,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,0,0,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,0,1,0,Values Formation
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,1,0,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,1,1,0,Socio-economic
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,1,1,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,0,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,0,1,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,0,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,0,1,1,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,0,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,0,1,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,0,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,0,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,0,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,0,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,0,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,1,0,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,1,0,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,1,1,0,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,0,1,1,1,1,1,1,1,Health and Wellness
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,1,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,1,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,1,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,1,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,0,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,1,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,1,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,1,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,1,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,0,1,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,1,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,1,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,0,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,1,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,1,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,1,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,0,1,1,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,1,0,0,0,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,1,0,0,0,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,1,0,0,1,0,Environmental Stewardship
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,1,0,0,1,1,Literacy
Lalake,18-24,Elementarya,May Trabaho,0,0,1,0,1,1,0,1,0,0,Environmental Stewardship
